"id","name","hiragana","recipes_count"
6862,"グリーン、赤ミズナなど","グリーン、あかみずななど",14
6872,"若鶏もも肉","わかももにく",1
6882,"サラダリーフ","さらだりーふ",1
6892,"仔羊肩肉","らむしょるだー",1
6902,"乾燥オレガノ","かんそうおれがの",1
6912,"ひよこ豆","ひよこまめ",2
6922,"メルゲーズソーセージ","めるげーずそーせーじ",1
6932,"熱湯","ねっとう",3
6942,"アリッサソース","ありっさそーす",1
6952,"チキン","ちきん",1
6962,"オレンジジュース","おれんじじゅーす",1
6972,"ブーケガルニ","ぶーけがるに",2
6982,"オレンジの皮","おれんじのかわ",2
6992,"カイワレ","かいわれ",4
7002,"岩塩","がんえん",3
7012,"お湯","おゆ",12
7022,"クレソン","くれそん",2
7032,"赤とうがらし","あかとうがらし",11
7042,"オクラ","おくら",2
7052,"ミニトマト","みにとまと",4
7062,"ラディッシュ","らでぃっしゅ",1
7072,"エクストラヴァージンオリーブオイル","えくすとらゔぁーじんおりーぶおいる",1
7082,"カッペリーニ","かっぺりーに",1
7092,"フルーツトマト","ふるーつとまと",2
7102,"にんにくオイル","にんにくおいる",2
7112,"パンツェッタ","ぱんつぇった",1
7122,"ペコリーノチーズ","ぺこりーのちーず",1
7132,"粗びき黒こしょう","あらびきくろこしょう",3
7142,"真いわし","まいわし",1
7152,"松の実","まつのみ",5
7162,"香草パン粉","こうそうのぱんこ",1
7172,"エクストラバージンオイル","えくすとらばーじんおいる",3
7182,"オレンジ","おれんじ",1
7192,"鮮魚","せんぎょ",1
7202,"ドライトマト","どらいとまと",2
7212,"ケーパー","けーぱー",2
7222,"米なす","べいなす",1
7232,"グリーンオリーブ","ぐりーんおりーぶ",2
7242,"ホールトマト","ほーるとまと",5
7252,"ソーフリット","そーふりっと",1
7262,"リングイーネ","りんぐいーね",1
7272,"豚のスペアリブ","ぶた",1
7282,"豚皮","ぶたかわ",1
7292,"豚耳","ぶたみみ",1
7302,"ウインナーソーセージ","ういんなーそーせーじ",1
7312,"フランスパンの粉","ふらんすぱんのこな",1
7322,"製菓用米粉","せいかようこめこ",1
7332,"ハチミツ","はちみつ",5
7342,"ミックスチーズ","みっくすちーず",1
7352,"粉チ一ズ","こなちーず",7
7362,"ゴルゴンゾーラチーズ","ごるごんぞーらちーず",1
7372,"アサリ","あさり",8
7382,"魚介のだし","ぎょかいのだし",1
7392,"アメリケーヌソース","あめりけーぬそーす",1
7402,"塩こしょう","しおこしょう",4
7412,"ニンニクオイル","にんにくおいる",2
7422,"海塩","うみしお",1
7432,"生イースト","なまいーすと",1
7442,"モッツァレラチーズ","もっつぁれらちーず",4
7452,"仔牛の骨付きロース肉","こうしのほねつきろーすにく",1
7462,"パルミジャーノチーズ","ぱるみじゃーのちーず",6
7472,"ひまわり油","ひまわりゆ",1
7482,"わかさぎ","わかさぎ",1
7492,"トマトホール缶","とまとほーるかん",3
7502,"ツナ","つな",1
7512,"舞茸","まいたけ",2
7522,"ドライポルチーニ","どらいぽるちーに",2
7532,"パルミジャーノ","ぱるみじゃーの",3
7542,"打ち粉用強力粉","うちこようきょうりきこ",1
7552,"赤玉ねぎ","あかたまねぎ",4
7562,"レッドキドニービーンズ","れっどきどにーびーんず",1
7572,"白インゲン豆","しろいんげんまめ",2
7582,"ストック","すとっく",1
7592,"セージ","せーじ",1
7602,"ベイリーフ","べいりーふ",6
7612,"リコッタチーズ","りこったちーず",2
7622,"マスカルポーネ","ますかるぽーね",3
7632,"モッツアレラチーズ","もっつあれらちーず",1
7642,"ブロード","ぶろーど",2
7652,"すましバター","すましばたー",1
7662,"牛もも肉ブロック","ぎゅうももにくぶろっく",1
7672,"姫竹","ひめたけ",1
7682,"無塩トマトジュース","むえんとまとじゅーす",1
7692,"バジリコ","ばじりこ",2
7702,"スパゲティー","すぱげてぃー",1
7712,"黒胡椒","くろこしょう",11
7722,"白ワイン又は水","しろわいんまたはみず",1
7732,"パスタ","ぱすた",2
7742,"白いんげん豆","しろいんげんまめ",2
7752,"フォンドヴォー","ふぉんどゔぉー",1
7762,"いんげん","いんげん",7
7772,"スカモルツァチーズ","すかもるつぁちーず",1
7782,"ベーキングパウダー","べーきんぐぱうだー",12
7792,"桜エビ","さくらえび",3
7802,"コンソメの素","こんせめのもと",1
7812,"ピッツァ生地","ぴっつぁきじ",1
7822,"生トマト","なまとまと",1
7832,"仔牛ロース肉","こうしろーすにく",1
7842,"生ハム","なまはむ",4
7852,"セージの葉","せーじのは",1
7862,"ベシャメルソース","べしゃめるそーす",1
7872,"ミートソース","みーとそーす",1
7882,"ナス","なす",5
7892,"パルミジャーノ・レッジャーノ","ぱるみじゃーのれっじゃーの",1
7902,"リコッタ・サラータ","りこったさらーた",1
7912,"バジリコの葉","ばじりこのは",1
7922,"地鶏","じどり",1
7932,"オレガノ","おれがの",1
7942,"むき海老","むきえび",5
7952,"パプリカ粉末","ぱぷりかふんまつ",1
7962,"かつおだしの素","かつおだしのもと",1
7972,"赤いパプリカ","あかいぱぷりか",1
7982,"緑のパプリカ","みどりのぱぷりか",1
7992,"シェリービネガー","しぇりーびねがー",1
8002,"若鶏のもも肉","わかどりのももにく",1
8012,"トマトの水煮缶","とまとのみずにかん",1
8022,"魚を揚げた油","さかなをあげたあぶら",1
8032,"ベビーリーフ","べびーりーふ",1
8042,"リゾット用イタリア米","りぞっとよういたりあまい",1
8052,"有頭海老","ゆうとうえび",4
8062,"生ソーセージ","なまそーせーじ",1
8072,"鶏肉ささみ","とりにくささみ",1
8082,"ヤリイカ","やりいか",2
8092,"活あさり","いきあさり",1
8102,"活ムール貝","いきむーるがい",1
8112,"緑パプリカ","みどりぱぷりか",1
8122,"完熟トマト","かんじゅくとまと",1
8132,"ドライシェリー酒","どらいしぇりーさけ",1
8142,"ミネラルウォーター炒め用","みねらるうぉーたーいためよう",1
8152,"ミネラルウォーター煮込み用","みねらるうぉーたーにこみよう",1
8162,"Xオリーブオイル","おりーぶおいる",83
8172,"アカザ海老","あかざえび",1
8182,"魚のブイヨン","さかなのぶいよん",1
8192,"オリーブ油","おりーぶあぶら",3
8202,"アリオリソース","ありおりそーす",1
8212,"チョリソー","ちょりそー",1
8222,"トマトピューレ","とまとぴゅーれ",2
8232,"ダイストマト缶","だいすとまとかん",1
8242,"生ハムスライス","なまはむすらいす",1
8252,"小海老","こえび",1
8262,"カニカマ","かにかま",1
8272,"フレッシュハーブ","ふれっしゅはーぶ",1
8282,"スモークサーモンスライス","すもーくさーもんすらいす",1
8292,"ケッパー・いくらなど","けっぱーいくらなど",1
8302,"ジャスミンライス","じゃすみんらいす",4
8312,"鶏モモ肉/塩",NULL,14
8322,"モミジ/粒コショウ",NULL,14
8332,"バイトーイ","ばいとーい",1
8342,"カー","かー",3
8352,"ホムデン","ほむでん",3
8362,"ガディアム","がでぃあむ",2
8372,"チリソース","ちりそーす",1
8382,"スイートチリソース","すいーとちりそーす",2
8392,"カティアムチュウ","かてぃあむちゅう",1
8402,"カティアム","かてぃあむ",1
8412,"ピーナッツオイル","ぴーなっつおいる",2
8422,"プリッキーヌ","ぷりっきーぬ",1
8432,"タチオチ","たちおち",1
8442,"シーユーダム","しーゆーだむ",2
8452,"パームシュガー","ぱーむしゅがー",2
8462,"ナムソム","なむそむ",1
8472,"キュウリ・トマト・パクチー","きゅうりとまとぱくちー",1
8482,"マナオ","まなお",1
8492,"ケチャップマニス","けちゃっぷまにす",1
8502,"サンバル","さんばる",1
8512,"バーワンメラ","ばーわんめら",1
8522,"バーワンプティ","ばーわんぷてぃ",1
8532,"粒コショウ/クンチュル",NULL,14
8542,"クミリ","くみり",1
8552,"鶏卵","けいらん",1
8562,"キュウリ/トマト","きゅうりとまと",1
8572,"サテアヤム","さてあやむ",1
8582,"ウンピン","うんぴん",1
8592,"コチュジャン","こちゅじゃん",2
8602,"粉唐辛子","こなとうがらし",3
8612,"白菜キムチ","い",1
8622,"もみ海苔","もみのり",1
8632,"キューリ","きゅーり",1
8642,"そーめん、冷麦、韓国冷麺",NULL,14
8652,"トッポギ","とっぽぎ",1
8662,"豚肩スライス","ぶたかたすらいす",1
8672,"白ねぎ","しらねぎ",1
8682,"青ネギ","あおねぎ",3
8692,"大豆モヤシ","だいずもやし",1
8702,"ぜんまい","ぜんまい",1
8712,"おろしにんにく","おろしにんにく",7
8722,"牛挽肉","ぎゅうひきにく",6
8732,"市販のコチュジャン","しはんのこちゅじゃん",1
8742,"水あめ","みずあめ",4
8752,"ゴマ","ごま",6
8762,"韓国春雨","かんこくはるさめ",1
8772,"青唐辛子","あおとうがらし",10
8782,"ダシダ","だしだ",2
8792,"唐辛子粉","とうがらしこ",1
8802,"米麺","べいめん",1
8812,"桜海老","さくらえび",3
8822,"ピーナッツ","ぴーなっつ",2
8832,"とき卵","ときたまご",3
8842,"タマリンド","たまりんど",3
8852,"ココナッツシュガー","ここなっつしゅがー",1
8862,"ライム","らいむ",1
8872,"鶏モモ肉皮なし","とりももにくかわなし",1
8882,"グリーンカレーペースト","ぐりーんかれーぺーすと",1
8892,"ココナッツミルク","ここなっつみるく",5
8902,"タイの白茄子マクアポ","たいのしらなすまくあぽ",1
8912,"生赤唐辛子","なまあかとうがらし",2
8922,"スイートバジル","すいーとばじる",2
8932,"バイマックル","ばいまっくる",3
8942,"純豆腐","じゅんどうふ",1
8952,"カキ","かき",3
8962,"干しシイタケ","ほししいたけ",8
8972,"牛とんこつスープ","ぎゅうとんこつすーぷ",1
8982,"万能葱","ばんのうねぎ",8
8992,"韓国かぼちゃ","かんこくかぼちゃ",1
9002,"ブレンドごま油","ぶれんどごまあぶら",1
9012,"長なす","ながなす",3
9022,"ふくろだけ","ふくろだけ",1
9032,"レモングラス","れもんぐらす",2
9042,"こぶみかんの葉","こぶみかんのは",1
9052,"タイ生姜","たいしょうが",14
9062,"トムヤムペースト","とむやむぺーすと",1
9072,"パクチー","ぱくちー",9
9082,"豚挽肉","ぶたひきにく",14
9092,"赤たまねぎ","あかたまねぎ",14
9102,"レッドチリ","れっどちり",1
9112,"梨","なし",1
9122,"粗挽き唐辛子","あらびきとうがらし",2
9132,"細挽き唐辛子","ほそびきとうがらし",14
9142,"魚醤","ぎょしょう",2
9152,"アミの塩辛","あみのしおから",2
9162,"もち米の粉","もちごめのこな",2
9172,"りんご","りんご",4
9182,"パイナップル","ぱいなっぷる",2
9192,"餅米の粉","もちごめのこな",2
9202,"韓国海苔","かんこくのり",1
9212,"卵の黄身","たまごのきみ",1
9222,"卵の白身","たまごのしろみ",1
9232,"白ゴマ","しろごま",5
9242,"ゴボウの煮物","ごぼうのにもの",1
9252,"韓国オデン","かんこくおでん",1
9262,"レッドカレーペースト","れっどかれーぺーすと",1
9272,"シナモン","しなもん",7
9282,"鶏がらスープの素","とりがらすーぷのもと",2
9292,"ジャスミン米","じゃすみんまい",1
9302,"豚の脂身","ぶたのあぶらみ",1
9312,"ホワイトペッパー","ほわいとぺっぱー",1
9322,"ほたて貝柱","ほたてかいばしら",1
9332,"ベビーほたて","べびーほたて",1
9342,"鱈","たら",1
9352,"ワタリガニ","わたりがに",1
9362,"えのき","えのき",1
9372,"煮干し","にぼし",1
9382,"牛だしの素","ぎゅうだしのもと",1
9392,"ひな鶏","ひなどり",1
9402,"朝鮮人参","ちょうせんにんじん",1
9412,"なつめ","なつめ",1
9422,"生栗","なまぐり",1
9432,"せり","せり",1
9442,"生唐辛子","なまとうがらし",1
9452,"ミネラルウォーター","みねらるうぉーたー",1
9462,"うま味調味料","うまみちょうみりょう",3
9472,"プリックポン","ぷりっくぽん",1
9482,"カオクァ","かおくぁ",1
9492,"生もち米","なまもちごめ",1
9502,"シーユーカオ","しーゆーかお",1
9512,"シーズニングソース","しーずにんぐそーす",1
9522,"サニーレタス","さにーれたす",3
9532,"青パパイヤ","あおぱぱいや",1
9542,"鶏手羽先","とりてばさき",1
9552,"ヌクマム","ぬくまむ",2
9562,"豚バラかたまり肉","ぶたばらかたまりにく",1
9572,"ヨーグルト","よーぐると",4
9582,"ホールトマト缶","ほーるとまとかん",1
9592,"マサラ","まさら",1
9602,"カルダモン","かるだもん",8
9612,"コリアンダー","こりあんだー",7
9622,"カイエンヌペッパー","かいえんぬぺっぱー",1
9632,"ターメリック","たーめりっく",14
9642,"ヒヨコ豆","ひよこまめ",2
9652,"ゴマペースト","ごまぺーすと",2
9662,"クミン","くみん",6
9672,"ヒヨコ豆の茹で汁","ひよこまめのゆでじる",1
9682,"アタ","あた",1
9692,"打ち粉","うちこ",1
9702,"グリーンカルダモン","ぐりーんかるだもん",3
9712,"ブラックカルダモン","ぶらっくかるだもん",3
9722,"シナモンスティック","しなもんすてぃっく",3
9732,"ガラムマサラ","がらむまさら",3
9742,"カスリメティ","かすりめてぃ",3
9752,"鶏むねひき肉","とりむねひきにく",1
9762,"フェヌグリーク","ふぇぬぐりーく",1
9772,"マスタードシード","ますたーどしーど",4
9782,"カレーリーフ","かれーりーふ",2
9792,"ヒン","ひん",3
9802,"ムングダール","むんぐだーる",1
9812,"ココナッツファイン","ここなっつふぁいん",3
9822,"チャナダール豆","ちゃなだーるまめ",1
9832,"ココナッツミルク缶","ここなっつみるくかん",1
9842,"梅干し","うめぼし",1
9852,"クローブ","くろーぶ",2
9862,"クミンシード","くみんしーど",9
9872,"コリアンダーシード","こりあんだーしーど",3
9882,"チャナダル豆","ちゃなだるまめ",1
9892,"グリンピース","ぐりんぴーす",1
9902,"メティシード","めてぃしーど",2
9912,"アチャール","あちゃーる",1
9922,"ダヒ","だひ",3
9932,"ニンニクすりおろし","にんにくすりおろし",1
9942,"しょうがすりおろし","しょうがすりおろし",1
9952,"ターメリックパウダー","たーめりっくぱうだー",4
9962,"カイエンペッパーパウダー","かいえんぺっぱーぱうだー",1
9972,"クミンパウダー","くみんぱうだー",2
9982,"グローブ","ぐろーぶ",2
9992,"コリアンダーリーフ","こりあんだーりーふ",4
10002,"チャナ豆・乾燥","ちゃいなまめ・かんそう",1
10012,"バスマティライス","ばすまてぃらいす",1
10022,"カリフラワー","かりふらわー",1
10032,"ミントリーフ","みんとりーふ",1
10042,"フライオニオン","ふらいおにおん",1
10052,"フライカシューナッツ","ふらいかしゅーなっつ",1
10062,"サフラン汁","さふらんじる",2
10072,"玉ねぎ汁","たまねぎじる",1
10082,"ライス","らいす",1
10092,"サフランライス","さふらんらいす",1
10102,"おくら","おくら",2
10112,"乾燥野菜","かんそうやさうい",1
10122,"くるみ","くるみ",3
10132,"ラズベリー","らずべりー",3
10142,"豚バラ肉塊","ぶたばらにっかい",1
10152,"コリアンダーパウダー","こりあんだーぱうだー",1
10162,"チリパウダー","ちりぱうだー",3
10172,"ひよこ豆粉","ひよこまめこ",1
10182,"アジュワインシード","あじゅわいんしーど",1
10192,"青とうがらし","あおとうがらし",10
10202,"ミントの葉","みんとのは",7
10212,"赤玉葱","あかたまねぎ",4
10222,"アヒ・リモ","あひりも",1
10232,"コリアンダーの葉","こりあんだーのは",2
10242,"チョクロ","ちょくろ",1
10252,"アヒ・アマリージョ","あひあまりーじょ",2
10262,"アボカド","あぼかど",1
10272,"ペルー産オリーブ","ぺるーさんおりーぶ",1
10282,"ペルー醤油","ぺるーしょうゆ",1
10292,"杏仁霜","あんにんそう",1
10302,"ゼラチン","ぜらちん",3
10312,"アマレット","あまれっと",1
10322,"クコの実","くこのみ",1
10332,"焼き型","やきがた",1
10342,"キウイ","きうい",1
10352,"苺","いちご",8
10362,"ブルーベリー","ぶるーべりー",7
10372,"アーモンドパウダー","あーもんどぱうだー",2
10382,"ココア","ここあ",1
10392,"チョコレートチップ","ちょこれーとちっぷ",1
10402,"ラム酒","らむしゅ",2
10412,"マルサラ酒","まるさらしゅ",2
10422,"マスカルポーネチーズ","ますかるぽーねちーず",1
10432,"ビスコッティ・サヴォイアルディ","びすこってぃ・さゔぉいあるでぃ",1
10442,"エスプレッソ","えすぷれっそ",1
10452,"カカオパウダー","かかおぱうだー",5
10462,"グレープフルーツの外皮","ぐれーぷふるーつのがいひ",1
10472,"ホワイトチョコレート","ほわいとちょこれーと",1
10482,"コアントロー","こあんとろー",2
10492,"グレープフルーツジュース","ぐれーぷふるーつじゅーす",1
10502,"グレープフルーツの果肉","ぐれーぷふるーつのかじつ",1
10512,"ラムレーズン","らむれーずん",1
10522,"リンゴ","りんご",4
10532,"バナナ","ばなな",1
10542,"メープルシロップ","めーぷるしろっぷ",3
10552,"バニラアイス","ばにらあいす",1
10562,"プレーンヨーグルト","ぷれーんよーぐると",1
10572,"はちみつ","はちみつ",5
10582,"板チョコ","いたちょこ",2
10592,"粉砂糖","こなざとう",3
10602,"いちご","いちご",8
10612,"チョコ用カードル","ちょこようかーどる",1
10622,"チョコレートカカオ分","ちょこれーとかかおぶん",2
10632,"ココアパウダー","ここあぱうだー",1
10642,"チョコレート","ちょこれーと",2
10652,"トレハロース","とれはろーす",1
10662,"アザラン","あざらん",1
10672,"スプリンクル","すぷりんくる",1
10682,"グラーブビスケット","ぐらーぶびすけっと",1
10692,"フロマージュブラン","ふろまーじゅぶらん",2
10702,"キルシュ","きるしゅ",1
10712,"バニラビーンズ","ばにらびーんず",5
10722,"粉ゼラチン","こなぜらちん",1
10732,"マンゴーピューレ","まんごーぴゅーれ",1
10742,"マンゴー","まんごー",1
10752,"小豆","あずき",1
10762,"ザラメ","ざらめ",1
10772,"白玉子","しらたまご",1
10782,"ぶぶあられ","ぶぶあられ",1
10792,"バニラエキス","ばにらえきす",1
10802,"有塩バター","ゆうきばたー",1
10812,"カスタードクリーム","かすたーどくりーむ",1
10822,"ホイップクリーム","ほいっぷくりーむ",2
10832,"ヴィネガー","ゔぃねがー",1
10842,"カルヴァドス","かるゔぁどす",1
10852,"塗り卵","ぬりたまご",1
10862,"クーベルチュールチョコレート","くーべるちゅーるちょこれーと",5
10872,"クーベルチュールチョコレート","くーべるちゅーるちょこれーと",5
10882,"ヘーゼルナッツ","へーぜるなっつ",1
10892,"オレンジピール","おれんじぴーる",2
10902,"ドライアプリコット","どらいあぷりこっと",1
10912,"グランマルニエ","ぐらんまるにえ",1
10922,"クーべルチュールチョコレート","くーべるちゅーるちょこれーと",5
10932,"生クリーム","なまくりーむ",53
10942,"生クリーム","なまくりーむ",53
10952,"粉糖","ふんとう",8
10962,"紛糖","ふんとう",14
10972,"フルーツ","ふるーつ",3
10982,"上新粉","じょうしんこ",2
10992,"白玉粉","しらたまこ",3
11002,"きな粉","きなこ",2
11012,"黒砂糖","くろざとう",1
11022,"わらび粉","わらびこ",1
11032,"黒みつ","くろみつ",1
11042,"アーモンドプードル","あーもんどぷーどる",2
11052,"バニラオイル","ばにらおいる",1
11062,"抹茶","まっちゃ",1
11072,"紅茶の葉","こうちゃのは",1
11082,"紅茶のリキュール","こうちゃのりきゅーる",1
11092,"柏の葉","かしわのは",1
11102,"大納言","だいなごん",1
11112,"黒糖","こくとう",1
11122,"コンデンスミルク","こんでんすみるく",1
11132,"こし餡","こしあん",1
11142,"アーモンド","あーもんど",3
11152,"砂糖水","さとうみず",1
11162,"シナモンパウダー","しなもんぱうだー",1
11172,"さつまいも","さつまいも",3
11182,"粉寒天","こなかんてん",1
11192,"レモンスライス","れもんすらいす",1
11202,"グラニュー糖","ぐらにゅーとう",64
11212,"グラニュー糖","ぐらにゅーとう",64
11222,"レモンの表皮","れもんのひょうひ",1
11232,"チョコチップ","ちょこちっぷ",1
11242,"ドライフィグ","どらいふぃぐ",1
11252,"ジャム用グラニュー糖","じゃむようぐらにゅーとう",1
11262,"市販のアイスクリーム","しはんのあいすくりーむ",1
11272,"苺ジャム","いちごじゃむ",1
11282,"アイスクリーム","あいすくりーむ",1
11292,"ピスタチオ","ぴすたちお",1
11302,"赤すぐり","あかすぐり",1
11312,"ブラックベリー","ぶらっくべりー",1
11322,"ミルクチョコレート","みるくちょこれーと",1
11332,"キルシュヴァッサー","きるしゅゔぁっさー",1
11342,"冷凍チェリー","れいとうちぇりー",1
11352,"クレームドゥーブル","くれーむどぅーぶる",1
11362,"フランボワーズピューレ","ふらんぼわーずぴゅーれ",1
11372,"フランボワーズジャム","ふらんぼわーずじゃむ",1
11382,"シロップ","しろっぷ",1
11392,"クレームドフランボワーズ","くれーむどふらんぼわーず",1
11402,"キルシュ酒","きるしゅしゅ",1
11412,"乾燥卵白","かんそうらんぱく",1
11422,"オレンジの花の水","おれんじのはなのみず",1
11432,"金箔","きんぱく",1
11442,"フランボワーズ","ふらんぼわーず",1
11452,"生クリーム乳脂肪分","なまくりーむにゅうししぶん",2
11462,"バニラエッセンス","ばにらえっせんす",5
11472,"イチゴ","いちご",8
11482,"サクランボ","さくらんぼ",1
11492,"リキュール","りきゅーる",1
11502,"カラフルチョコスプレー","からふるちょこすぷれー",1
11512,"フルーツ、リーフ、飴細工",NULL,14
11522,"ブリオッシュ","ぶりおっしゅ",1
11532,"グランマニエ","ぐらんまにえ",1
11542,"ベルギーチョコレート","べるぎーちょこれーと",1
11552,"バニラアイスクリーム","ばにらあいすくりーむ",1
11562,"ミントの葉など","みんとのはなど",1
11572,"黄味","きみ",1
11582,"タピオカ","たぴおか",1
11592,"マリネ用マラスキーノ酒","まりねようまらすきーのさけ",1
11602,"ドレンチェリー","どれんちぇりー",1
11612,"マラスキーノ酒","まらすきーのしゅ",1
11622,"紅王",NULL,NULL
11632,"紅王のアラ",NULL,NULL
11642,"粒白コショウ",NULL,NULL
11652,"鶏ブイヨン",NULL,NULL
11662,"赤軸ホウレン草",NULL,NULL
11672,"ピンクペッパーの皮",NULL,NULL
11682,"水ナス",NULL,NULL
11692,"戻した干し海老",NULL,NULL
11702,"フライドオニオン",NULL,NULL
11712,"ドライハーブのタイム",NULL,NULL
11722,"ホタルイカ",NULL,NULL
11732,"青ネギ又はセルフィーユ",NULL,NULL
11742,"市販のバジルドレッシング",NULL,NULL
11752,"ニシ貝",NULL,NULL
11762,"フェンネル",NULL,NULL
11772,"鶏の手羽元",NULL,NULL
11782,"シイタケ",NULL,NULL
11792,"コンテチーズ",NULL,NULL
11802,"豆腐",NULL,NULL
11812,"モッツァレラ",NULL,NULL
11822,"ホワイトアスパラガス",NULL,NULL
11832,"あじ",NULL,NULL
11842,"麦味噌",NULL,NULL
11852,"搾りしょうが",NULL,NULL
11862,"ミョウガ",NULL,NULL
11872,"お酢",NULL,NULL
11882,"餃子の皮",NULL,NULL
11892,"ガリ生姜",NULL,NULL
11902,"昆布出汁",NULL,NULL
11912,"豚肩ロース",NULL,NULL
11922,"タコ糸",NULL,NULL
11932,"八角あれば",NULL,NULL
11942,"桂皮あれば",NULL,NULL
11952,"山椒あれば",NULL,NULL
11962,"わさび菜",NULL,NULL
11972,"オリ一ブオイル",NULL,NULL
11982,"ソーセージ",NULL,NULL
11992,"コンソメパウダー",NULL,NULL
12002,"ム一ル貝",NULL,NULL
12012,"塩ゆでブロッコリー",NULL,NULL
12022,"湯むきプチトマト",NULL,NULL
12032,"ピザ生地",NULL,NULL
12042,"ピザソース",NULL,NULL
12052,"オニオンパウダー",NULL,NULL
12062,"パセリパウダー",NULL,NULL
12072,"刻みニンニク",NULL,NULL
12082,"オイル",NULL,NULL
12092,"白ワイン又は日本酒",NULL,NULL
12102,"塩、胡椒",NULL,NULL
12112,"なすび",NULL,NULL
12122,"ピザチーズ",NULL,NULL
12132,"濃い口しょう油",NULL,NULL
12142,"粉かつお",NULL,NULL
12152,"安納芋",NULL,NULL
12162,"島そらまめ",NULL,NULL
12172,"かつおだし",NULL,NULL
12182,"くず",NULL,NULL
12192,"スナップエンドウ",NULL,NULL
12202,"穂紫蘇",NULL,NULL
12212,"豚肉スライス",NULL,NULL
12222,"無塩料理酒",NULL,NULL
12232,"焼肉のタレ",NULL,NULL
12242,"残った合わせタレ",NULL,NULL
12252,"パルテノ",NULL,NULL
12262,"塩天然塩がよい。",NULL,NULL
12272,"ガラスープ粉末",NULL,NULL
12282,"水洗いした鶏ムネ肉",NULL,NULL
12292,"下ゆでの水",NULL,NULL
12302,"蒸し鶏の残ったスープ",NULL,NULL
12312,"大根を煮たスープ",NULL,NULL
12322,"青のり",NULL,NULL
12332,"水とき片栗粉",NULL,NULL
12342,"白髪ネギ",NULL,NULL
12352,"赤と黄パプリカ",NULL,NULL
12362,"吸地加減の出汁",NULL,NULL
12372,"カマンベールチーズ",NULL,NULL
12382,"煎り胡麻",NULL,NULL
12392,"コアントローリキュール",NULL,NULL
12402,"バルサミコ",NULL,NULL
12412,"冷凍むきあさり",NULL,NULL
12422,"肉じゃが",NULL,NULL
12432,"温泉卵",NULL,NULL
12442,"春巻の皮",NULL,NULL
12452,"いわし",NULL,NULL
12462,"青味野菜",NULL,NULL
12472,"アプリコットジャム",NULL,NULL
12482,"市販の丸型ビスケット",NULL,NULL
12492,"彩りのフルーツ・ミント",NULL,NULL
12502,"山芋",NULL,NULL
12512,"めんつゆゼリー",NULL,NULL
12522,"丸鶏がらスープ",NULL,NULL
12532,"三温糖or上白糖",NULL,NULL
12542,"グリーンレモンorすだち",NULL,NULL
12552,"鶏肩肉orもも肉",NULL,NULL
12562,"淡路島産玉葱",NULL,NULL
12572,"豆苗",NULL,NULL
12582,"Xバージンオリーブ",NULL,NULL
12592,"合いびき肉",NULL,NULL
12602,"豆鼓醤",NULL,NULL
12612,"ロースハムスライス",NULL,NULL
12622,"生姜スライス",NULL,NULL
12632,"無調整豆乳",NULL,NULL
12642,"にがり",NULL,NULL
12652,"スナップえんどう",NULL,NULL
12662,"デコポン",NULL,NULL
12672,"アンチョビのフィレ缶詰",NULL,NULL
12682,"ケイパー",NULL,NULL
12692,"黒オリーブ種抜き",NULL,NULL
12702,"パルテノヨーグルト",NULL,NULL
12712,"上記のタップナードソース",NULL,NULL
12722,"飾りのチャービルやバジルなど。",NULL,NULL
12732,"エゾシカ肉",NULL,NULL
12742,"水菜",NULL,NULL
12752,"鯵の干物",NULL,NULL
12762,"鶏もも",NULL,NULL
12772,"クラッカー",NULL,NULL
12782,"カルピス",NULL,NULL
12792,"aアボカド",NULL,NULL
12802,"a男爵イモＭ",NULL,NULL
12812,"a玉ねぎ",NULL,NULL
12822,"a人参",NULL,NULL
12832,"aロースハムスライス",NULL,NULL
12842,"bマヨネーズ",NULL,NULL
12852,"b塩・コショウ",NULL,NULL
12862,"b砂糖",NULL,NULL
12872,"島原手延べそうめん",NULL,NULL
12882,"パセリ又はバジル",NULL,NULL
12892,"トロメイク",NULL,NULL
12902,"ピータン",NULL,NULL
12912,"ガリ",NULL,NULL
12922,"スモークサーモン",NULL,NULL
12932,"ディルやセルフィーユなど",NULL,NULL
12942,"ＥＶオリーブオイル",NULL,NULL
12952,"鶏ささみ",NULL,NULL
12962,"粗挽き胡椒",NULL,NULL
12972,"オリーヴ油",NULL,NULL
12982,"車エビ",NULL,NULL
12992,"カラーピーマン",NULL,NULL
13002,"車えびの殻",NULL,NULL
13012,"トコブシ",NULL,NULL
13022,"柚子",NULL,NULL
13032,"ツナライトタイプ",NULL,NULL
13042,"みそ",NULL,NULL
13052,"冷や麦、蕎麦など",NULL,NULL
13062,"麺つゆ",NULL,NULL
13072,"割り水の冷水",NULL,NULL
13082,"生クリームA",NULL,NULL
13092,"生クリームB",NULL,NULL
13102,"ホタテ貝柱",NULL,NULL
13112,"ピュアオイル",NULL,NULL
13122,"塩こんぶ",NULL,NULL
13132,"甘酒",NULL,NULL
13142,"おろしショウガ",NULL,NULL
13152,"モロッコインゲン",NULL,NULL
13162,"なでしこ茎わかめ",NULL,NULL
13172,"紅鮭",NULL,NULL
13182,"イカゲソ",NULL,NULL
13192,"Xバージンオリーブオイル",NULL,NULL
13202,"トマトホール",NULL,NULL
13212,"ピマンデスペレット",NULL,NULL
13222,"岩井地鶏もも肉",NULL,NULL
13232,"大根の葉",NULL,NULL
