"id","ingredient_id","recipe_id"
6502,2762,632
6512,792,632
6522,2772,642
6532,2782,642
6542,42,642
6552,52,642
6562,2792,642
6572,2802,642
6582,412,652
6592,382,652
6602,1532,652
6612,2812,652
6622,32,652
6632,1332,652
6642,42,652
6652,582,662
6662,212,662
6672,382,662
6682,142,662
6692,2822,662
6702,852,662
6712,1112,662
6722,32,662
6732,42,662
6742,1332,662
6752,2832,662
6762,2842,672
6772,702,672
6782,142,672
6792,452,672
6802,32,672
6812,452,672
6822,42,672
6832,1332,672
6842,2852,672
6852,382,672
6862,362,672
6872,2862,682
6882,1852,682
6892,142,682
6902,2872,682
6912,2882,682
6922,2892,682
6932,2902,682
6942,42,682
6952,2912,692
6962,2872,692
6972,552,692
6982,2892,692
6992,562,692
7002,42,692
7012,82,692
7022,2922,702
7032,2932,702
7042,452,702
7052,532,702
7062,452,702
7072,2162,702
7082,2942,712
7092,2952,712
7102,62,712
7112,1762,712
7122,452,712
7132,2962,712
7142,1332,712
7152,42,712
7162,1552,722
7172,2972,722
7182,1072,722
7192,1242,722
7202,1562,722
7212,2982,722
7222,1752,722
7232,2992,732
7242,142,732
7252,3002,732
7262,3012,732
7272,3022,732
7282,452,732
7292,42,732
7302,82,732
7312,3032,732
7322,3042,742
7332,3052,742
7342,3062,742
7352,2732,742
7362,3072,742
7372,172,742
7382,702,742
7392,3082,742
7402,62,742
7412,1142,752
7422,2782,752
7432,3092,752
7442,1332,752
7452,2162,752
7462,3102,752
7472,1212,752
7482,3112,752
7492,3122,752
7502,3132,752
7512,972,752
7522,162,752
7532,172,752
7542,582,762
7552,3142,762
7562,3152,762
7572,3162,762
7582,3092,762
7592,402,762
7602,1332,762
7612,3172,762
7622,2612,762
7632,3182,772
7642,2432,772
7652,3192,772
7662,1462,772
7672,162,772
7682,32,772
7692,452,772
7702,402,772
7712,2162,772
7722,82,772
7732,62,772
7742,852,772
7752,1752,772
7762,3202,782
7772,1472,782
7782,12,782
7792,142,782
7802,3212,782
7812,3222,782
7822,3232,782
7832,22,782
7842,252,792
7852,142,792
7862,3212,792
7872,12,792
7882,302,792
7892,3242,792
7902,382,792
7912,12,792
7922,1472,792
7932,3252,792
7942,3262,792
7952,3272,792
7962,3282,792
7972,3292,792
7982,342,792
7992,3302,802
8002,142,802
8012,3212,802
8022,3312,802
8032,3322,802
8042,222,802
8052,3292,802
8062,3332,802
8072,52,802
8082,162,802
8092,3232,802
8102,3342,802
8112,142,802
8122,3212,802
8132,3352,812
8142,222,812
8152,212,812
8162,142,812
8172,3362,812
8182,3212,812
8192,3342,812
8202,3372,812
8212,1482,822
8222,822,822
8232,732,822
8242,622,822
8252,3262,822
8262,1242,822
8272,1532,822
8282,3382,822
8292,3272,822
8302,142,822
8312,3392,822
8322,3402,832
8332,3412,832
8342,732,832
8352,3422,832
8362,3232,832
8372,3282,832
8382,3432,832
8392,302,832
8402,3442,832
8412,3452,832
8422,3262,832
8432,142,832
8442,3392,832
8452,1482,842
8462,732,842
8472,3462,842
8482,3292,842
8492,3432,842
8502,3452,842
8512,3472,842
8522,3442,842
8532,3482,842
8542,3232,842
8552,342,842
8562,302,842
8572,3492,842
8582,3242,842
8592,172,842
8602,142,842
8612,3392,842
8622,3502,842
8632,3222,842
8642,3512,842
8652,3522,852
8662,3462,852
8672,732,852
8682,322,852
8692,3242,852
8702,3282,852
8712,3532,852
8722,142,852
8732,3392,852
8742,3232,852
8752,3542,852
8762,822,852
8772,732,852
8782,3322,852
8792,3552,852
8802,3292,852
8812,3442,852
8822,3562,852
8832,3572,852
8842,3532,852
8852,382,852
8862,142,852
8872,3392,852
8882,342,852
8892,3582,852
8902,3592,852
8912,3602,862
8922,732,862
8932,3612,862
8942,3622,862
8952,3542,862
8962,3422,862
8972,3632,862
8982,3642,862
8992,3292,862
9002,3572,862
9012,3652,862
9022,3662,862
9032,3232,862
9042,3452,862
9052,142,862
9062,3392,862
9072,1882,872
9082,3672,872
9092,732,872
9102,3612,872
9112,3612,872
9122,3422,872
9132,3682,872
9142,3232,872
9152,3562,872
9162,3292,872
9172,142,872
9182,3392,872
9192,3462,882
9202,732,882
9212,3232,882
9222,342,882
9232,322,882
9242,3242,882
9252,3282,882
9262,3482,882
9272,142,882
9282,3392,882
9292,3422,882
9302,3292,882
9312,3562,882
9322,52,882
9332,142,882
9342,3392,882
9352,162,882
9362,3402,892
9372,732,892
9382,1242,892
9392,822,892
9402,3692,892
9412,622,892
9422,3272,892
9432,3282,892
9442,3222,892
9452,3292,892
9462,3662,892
9472,52,892
9482,142,892
9492,3392,892
9502,3702,902
9512,12,902
9522,3242,902
9532,3452,902
9542,3262,902
9552,3342,902
9562,142,902
9572,3392,902
9582,3712,902
9592,3722,912
9602,732,912
9612,2082,912
9622,2082,912
9632,3422,912
9642,3732,912
9652,22,912
9662,3232,912
9672,302,912
9682,3742,912
9692,3292,912
9702,3562,912
9712,3652,912
9722,142,912
9732,3392,912
9742,3752,912
9752,3262,912
9762,732,922
9772,3762,922
9782,3322,922
9792,3202,922
9802,3312,922
9812,3342,922
9822,3572,922
9832,3552,922
9842,3772,922
9852,3782,922
9862,3792,922
9872,3802,922
9882,3282,922
9892,732,922
9902,3422,922
9912,3812,922
9922,3432,922
9932,622,922
9942,322,922
9952,1182,922
9962,3822,922
9972,3832,922
9982,172,922
9992,812,932
